"","ccode","year","ID","Nu_means","Nu_lower_80","Nu_upper_80","Nu_lower_95","Nu_upper_95","ura_i","metal_i","chemi_i","nitric_i","elect_i","nuke_i","explo_i","Non_HWR","HWR","test","reprocess","enrichment","submarines","explore","pursue","possession","Nu_infrastructure","Infrastructure_lower80","Infrastructure_upper80","Infrastructure_lower95","Infrastructure_upper95"
"96",101,1969,1011969,0.815141789,0.522560552,1.120866666,0.383976715,1.286509589,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.80394533816309,0.461896855826592,1.18114752586573,0.34439188519503,1.40305296623433
"97",101,1970,1011970,0.817807376,0.519934708,1.123988339,0.39007236,1.274475753,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.805016534942974,0.452014568203584,1.19320997362894,0.33986291695558,1.41378988237961
"98",101,1971,1011971,0.815846377,0.525962476,1.121022858,0.382621714,1.277440058,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.803404352418294,0.452280575914317,1.17979656794627,0.348867495870359,1.40517496292653
"99",101,1972,1011972,0.817322462,0.526575463,1.122244395,0.381081507,1.283955262,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.804206179924513,0.46735907485539,1.16882288167342,0.352571384719454,1.38725109648276
"100",101,1973,1011973,0.812818177,0.525123118,1.110935759,0.377977645,1.273798467,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.803279178719557,0.450259379008679,1.18334597134833,0.347221189009072,1.41098555261977
"101",101,1974,1011974,0.815416865,0.522015714,1.118644182,0.383227284,1.28279971,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.804487257099759,0.456603156719613,1.17714058935591,0.347641211672158,1.39484466657547
"102",101,1975,1011975,0.812987697,0.521756452,1.115025818,0.376590547,1.287433635,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.806533405143728,0.45819787064633,1.18412804819005,0.345040264602315,1.38710925087114
"103",101,1976,1011976,0.813959914,0.520026039,1.11259794,0.373889728,1.281823162,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.801085585391733,0.451944243515891,1.1677533637059,0.34182356176679,1.38717012821715
"104",101,1977,1011977,0.8156629,0.519991761,1.120077121,0.373892315,1.29183921,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.803833410409362,0.452141435076878,1.17708671458434,0.33923849156096,1.39072160491146
"105",101,1978,1011978,0.81314429,0.52931506,1.110332934,0.383720172,1.28790962,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.803867142960372,0.462858698249173,1.17740195876616,0.346588222184393,1.41000514155004
"106",101,1979,1011979,0.812241653,0.524185381,1.115800142,0.376413725,1.284446665,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.806855812643285,0.453967084181286,1.18484219058523,0.343926520522999,1.40282282136005
"107",101,1980,1011980,0.815555281,0.519071892,1.119213953,0.388807422,1.27761568,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.803547201957709,0.460444364336733,1.17311865396831,0.346986039080898,1.40184982285503
"108",101,1981,1011981,0.81372817,0.522669985,1.108918576,0.385427401,1.287754777,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.799214305724006,0.463002290828665,1.16727342679969,0.34837104540464,1.38664948326207
"109",101,1982,1011982,0.812401558,0.523801038,1.112924855,0.38608789,1.279503381,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.80510082324463,0.451951657326253,1.1936014110773,0.342015932953487,1.40446902769478
"110",101,1983,1011983,0.811232643,0.518566667,1.11066443,0.379365756,1.28113071,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.801434757552474,0.463396528319482,1.17235455586047,0.353622705567742,1.41172219020832
"111",101,1984,1011984,0.816002344,0.526100715,1.123017489,0.389805246,1.293991649,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.808577142159338,0.455287957193903,1.18906189990747,0.342363108564445,1.41273792832797
"112",101,1985,1011985,0.814843014,0.513094754,1.117113587,0.379759061,1.279967142,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.803356174750081,0.461412333501579,1.17062623496574,0.340526494505225,1.41831727223979
"113",101,1986,1011986,0.815409448,0.530714135,1.110180104,0.392113605,1.265940303,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.800413845601579,0.458584934314321,1.16605850929252,0.346710075041202,1.37668964748725
"114",101,1987,1011987,0.814452932,0.531686781,1.111813629,0.386590975,1.271108261,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.80334316573239,0.467109631080504,1.15035807338559,0.352812672009981,1.38250981516832
"115",101,1988,1011988,0.813404892,0.527725821,1.117919808,0.388252359,1.261950022,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.79897608179064,0.455400088488438,1.17079200637421,0.339867180350802,1.3957958802382
"116",101,1989,1011989,0.923760062,0.625488428,1.225696801,0.46655847,1.390823647,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.976038694585384,0.581275479356439,1.3796230516706,0.420366658738238,1.60582782325113
"117",101,1990,1011990,0.925490545,0.618293455,1.238161608,0.479137573,1.38489564,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.974278256725909,0.588784649394463,1.37766786841716,0.428431527004214,1.60408289767471
"118",101,1991,1011991,0.924144956,0.624816258,1.225252382,0.475030533,1.38331054,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.972293477793978,0.590372360129348,1.36844163085779,0.430877525337877,1.6097794842555
"119",101,1992,1011992,0.924862454,0.619387508,1.230504721,0.477173379,1.389443703,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.979929548771589,0.586271014465311,1.38921646217085,0.433500545744352,1.62349030469206
"120",101,1993,1011993,0.923374524,0.622346527,1.220953614,0.481542852,1.382343755,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.973664411293573,0.591952827825858,1.36920212535662,0.424043545759596,1.59591352181412
"121",101,1994,1011994,0.92240088,0.620737436,1.230411544,0.478441504,1.390993492,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.982879172118687,0.582009759660712,1.40126978172147,0.411243805646922,1.61791680491479
"122",101,1995,1011995,0.92482513,0.624882725,1.219342599,0.482773462,1.375909947,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.973976142045596,0.57675104706601,1.39102041904414,0.421249701538344,1.6112043137052
"123",101,1996,1011996,0.925736794,0.624588537,1.231535416,0.477602357,1.378239382,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.974117688272758,0.595223895780665,1.36579201401548,0.424367517757898,1.59428706840769
"124",101,1997,1011997,0.922272692,0.614007589,1.238456264,0.46990211,1.39207205,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.973688270135464,0.595042829956521,1.37622017474029,0.436857739719408,1.59981982525086
"125",101,1998,1011998,0.928578216,0.624085935,1.232008267,0.472617826,1.384314325,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.978998680908526,0.592090215310045,1.38391500406126,0.435386397368045,1.62757283999812
"126",101,1999,1011999,0.925874652,0.622933096,1.228632121,0.477294264,1.389090408,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.977109873377842,0.582648231779374,1.39180155805157,0.417739268759785,1.62135068825147
"127",101,2000,1012000,0.924247089,0.613431844,1.243211819,0.460087644,1.404959889,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.975742713653855,0.579845656020692,1.39013403344812,0.423791154011463,1.603593521722
"128",101,2001,1012001,0.927545982,0.623205991,1.238213855,0.487639086,1.384738603,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.975801642423231,0.58625576834812,1.37836214351512,0.435439711662185,1.59588676007527
"129",110,1966,1101966,-1.107218388,-1.898991638,-0.435615712,-2.446765488,-0.191503111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08691493714407,-1.88150720345591,-0.41803355906931,-2.50334781637674,-0.171740672565971
"130",110,1967,1101967,-1.088036372,-1.837482701,-0.443508605,-2.402613379,-0.223494577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07679430271031,-1.85188313782087,-0.417234986912492,-2.41259168251006,-0.164078917097367
"131",110,1968,1101968,-1.091671772,-1.877443662,-0.426984529,-2.421279968,-0.192074207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08722033050982,-1.85741753508753,-0.409062035022997,-2.42070675415704,-0.177932770369225
"132",110,1969,1101969,-1.088378094,-1.847826601,-0.445723822,-2.421530567,-0.213439105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07565087451132,-1.85555395232052,-0.415335103724804,-2.41799605439295,-0.15946819491375
"133",110,1970,1101970,-1.08953365,-1.870211711,-0.431451103,-2.379649047,-0.228837075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07303900486886,-1.84046990625653,-0.403230838621059,-2.39280137766085,-0.179020745933628
"134",110,1971,1101971,-1.094986008,-1.866979556,-0.44191823,-2.409719413,-0.207395916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08167279842431,-1.87082564356364,-0.41323196900522,-2.44842168233196,-0.173284058986994
"135",110,1972,1101972,-1.102067983,-1.893294383,-0.443201204,-2.454872997,-0.205115595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08282821306577,-1.89003404064606,-0.403271217862306,-2.43550304660033,-0.162845814274077
"136",110,1973,1101973,-1.091802561,-1.879568427,-0.440154828,-2.427900547,-0.199196863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08489203846754,-1.87793732143628,-0.413821470541056,-2.40393719840083,-0.182102437514782
"137",110,1974,1101974,-1.109144875,-1.917121804,-0.428996059,-2.478414084,-0.19051081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08909322786298,-1.90323841142518,-0.415256458110464,-2.45910923494393,-0.174947699025813
"138",110,1975,1101975,-1.09625769,-1.868069494,-0.437471615,-2.442853878,-0.221917865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08152021301496,-1.85225630816343,-0.409420954220855,-2.47971065149806,-0.175447128498202
"139",110,1976,1101976,-1.086736555,-1.852678915,-0.445962838,-2.421949418,-0.22760268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08085391431347,-1.87316496161268,-0.404601114859698,-2.39608967298545,-0.16777237392599
"140",110,1977,1101977,-1.091732626,-1.860976249,-0.443948657,-2.405936126,-0.222947596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08339266638282,-1.85787084181729,-0.426137665855282,-2.41225009296446,-0.174966023026611
"141",110,1978,1101978,-1.095785118,-1.871196627,-0.4461676,-2.4413807,-0.21789222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07510459237674,-1.85960585908752,-0.412177817418767,-2.45594579464694,-0.184147632740735
"142",110,1979,1101979,-1.098547533,-1.874976694,-0.44115341,-2.439068493,-0.218796001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07679591583026,-1.84319273041418,-0.422046479090119,-2.39626721736812,-0.168636342334529
"143",110,1980,1101980,-1.08789178,-1.832826149,-0.449043723,-2.380925466,-0.216723843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.09446868083995,-1.91303724292745,-0.404881909434152,-2.45266613013444,-0.166943000234847
"144",110,1981,1101981,-1.098878961,-1.857624717,-0.452950438,-2.407497104,-0.226479733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07933304820399,-1.86354788026448,-0.413933791858606,-2.44481097773913,-0.175717309007447
"145",110,1982,1101982,-1.097200343,-1.876260367,-0.450663362,-2.467296891,-0.200785817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08208379668364,-1.85626716682315,-0.412699265090475,-2.42159296146575,-0.172973679266585
"146",110,1983,1101983,-1.089518464,-1.857518989,-0.437198114,-2.392455629,-0.224098266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08749023831204,-1.87698380766312,-0.410744936598072,-2.49727868338719,-0.170459743876234
"147",110,1984,1101984,-1.089791007,-1.850356035,-0.432286121,-2.395716967,-0.208263101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08081600223049,-1.86957180714907,-0.407627166472889,-2.42643295591997,-0.17289246474953
"148",110,1985,1101985,-1.09805734,-1.871034225,-0.444167092,-2.434260439,-0.214989223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08405672559137,-1.83873540415061,-0.427615792682831,-2.40487367403104,-0.19997555594303
"149",110,1986,1101986,-1.089816543,-1.861455891,-0.451552317,-2.419295412,-0.208369687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.09367812085913,-1.89674514834462,-0.411962593860852,-2.50450802227332,-0.180949377537294
"150",110,1987,1101987,-1.088805958,-1.859088695,-0.439983397,-2.388441957,-0.210178486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08716283076036,-1.88166188721896,-0.427769506330037,-2.44665801089094,-0.183922348950023
"151",110,1988,1101988,-1.102013434,-1.88607414,-0.434981779,-2.434183273,-0.204430688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08260369637519,-1.86675506338437,-0.418533965103479,-2.41809076533044,-0.162720997703688
"152",110,1989,1101989,-1.096149643,-1.888113689,-0.436181221,-2.422883614,-0.196595923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08707141909071,-1.86521219511661,-0.41746359815191,-2.45395508491963,-0.177755157582821
"153",110,1990,1101990,-1.092977415,-1.862347718,-0.434786472,-2.41732747,-0.209440469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08764639371628,-1.87391734533714,-0.418880941948076,-2.40435692529216,-0.183064116156148
"154",110,1991,1101991,-1.088252847,-1.856500239,-0.433781914,-2.389716312,-0.209336957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07607856241282,-1.87292331601129,-0.402621675571221,-2.42364766068549,-0.175930608706457
"155",110,1992,1101992,-1.11030505,-1.930344072,-0.430314135,-2.434043067,-0.208107954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0841892530598,-1.90588290034716,-0.404711813687004,-2.43699466297693,-0.171628034469752
"156",110,1993,1101993,-1.107278535,-1.920807621,-0.438128106,-2.422103766,-0.208308643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07628121959922,-1.86697331547679,-0.418769617595462,-2.41419889340609,-0.187122467281585
"157",110,1994,1101994,-1.09531018,-1.8684341,-0.447733681,-2.455190012,-0.215540418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08219889586125,-1.87746907209001,-0.406491266361748,-2.40122009649405,-0.172339351538886
"158",110,1995,1101995,-1.100314029,-1.874833908,-0.437985106,-2.419285397,-0.207942019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08602200055525,-1.88869924033067,-0.415781155545118,-2.44262388702046,-0.168284979406129
"159",110,1996,1101996,-1.109354538,-1.904538532,-0.438470916,-2.442694008,-0.219981835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.09001069175036,-1.89478704703274,-0.408082265879185,-2.4333524069529,-0.147255676030211
"160",110,1997,1101997,-1.100288154,-1.887144612,-0.433404481,-2.408008215,-0.20277408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07806843487401,-1.86309189009569,-0.416357265599195,-2.4123678396709,-0.16388689741862
"161",110,1998,1101998,-1.096504832,-1.862404137,-0.433845437,-2.416886,-0.208521535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08788971580595,-1.88514154486324,-0.409489504472924,-2.47001218751847,-0.168731195981998
"162",110,1999,1101999,-1.095167445,-1.859516225,-0.441641673,-2.398524363,-0.213224247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1007605546434,-1.91803246892112,-0.412689335718301,-2.46845800624703,-0.184739312651284
"163",110,2000,1102000,-1.096073531,-1.874318588,-0.449114949,-2.398157215,-0.227839618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08075589450139,-1.88147015216175,-0.410856662755,-2.40634846918924,-0.175271611002862
"164",110,2001,1102001,-1.098734017,-1.883814075,-0.440403358,-2.42703919,-0.214608166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08496524072979,-1.88970770999464,-0.405004934965619,-2.45763608594331,-0.17482388550291
"165",115,1975,1151975,-0.044536641,-0.343424457,0.240754213,-0.532463006,0.376352837,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0654223779809515,-0.330225481142037,0.151923289773934,-0.508163091787502,0.208888493126891
"166",115,1976,1151976,-0.043917643,-0.342596156,0.239565138,-0.524562855,0.371424446,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0651807166813329,-0.330580445040488,0.148156175343633,-0.516938065962252,0.215856521662381
"167",115,1977,1151977,-0.04300343,-0.346344391,0.244563798,-0.531027709,0.390126023,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0677244549634534,-0.336538014229013,0.153181495002402,-0.529829170950344,0.221501336748433
"168",115,1978,1151978,-0.047776854,-0.363110315,0.245365727,-0.552740295,0.390372066,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0593035091810275,-0.311487062859795,0.150356276927407,-0.495441908688226,0.213527426545395
"169",115,1979,1151979,-0.046341369,-0.342305956,0.230257274,-0.514754065,0.356946533,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0633177392374729,-0.320107865372089,0.150672200610039,-0.498548146178443,0.211640195586199
"170",115,1980,1151980,-0.045163924,-0.345184828,0.236247496,-0.54602354,0.381285746,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0639094349723614,-0.325161685585059,0.151501630909167,-0.518994648855389,0.210121090168184
"171",115,1981,1151981,-0.045424981,-0.355261394,0.242687879,-0.534147013,0.373966853,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0646327683290513,-0.330752761309554,0.155244471864505,-0.51194379321838,0.219068943498761
"172",115,1982,1151982,-0.046614199,-0.351873921,0.236426479,-0.541026151,0.369474154,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0627092760082101,-0.318930272411294,0.148302765322065,-0.503323013685046,0.210345697414286
"173",115,1983,1151983,-0.045132481,-0.350526465,0.241946442,-0.532024846,0.371139799,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0670373040840931,-0.335513070973298,0.15488997755477,-0.522621085659012,0.219809665461482
"174",115,1984,1151984,-0.044377726,-0.342397865,0.239162035,-0.529827064,0.37015139,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0600765303835527,-0.315623512469231,0.153252812813402,-0.512975435113616,0.212561590462079
"175",115,1985,1151985,-0.04628392,-0.348194958,0.236919279,-0.526344858,0.373526269,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0614674996202941,-0.319932562692491,0.148158020782763,-0.510665331914887,0.213971869933834
"176",115,1986,1151986,-0.048058356,-0.350053811,0.23525305,-0.546491732,0.369384375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0659127443920147,-0.33810830991737,0.157759943347962,-0.521293306003128,0.215960119671527
"177",115,1987,1151987,-0.046546026,-0.358305832,0.240960213,-0.547449751,0.381045819,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0579831468422575,-0.311409416327325,0.150659165716923,-0.500851486680317,0.213810954108162
"178",115,1988,1151988,-0.038094513,-0.337326845,0.243215316,-0.512233593,0.362548011,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0600778224260914,-0.313839954852315,0.152220414638301,-0.493540959552634,0.213322406854213
"179",115,1989,1151989,-0.044998296,-0.347671898,0.235513331,-0.517110586,0.366603318,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0584476809745743,-0.309495435577179,0.150599019942434,-0.489726406288228,0.214248088076503
"180",115,1990,1151990,-0.042859918,-0.347448376,0.237096672,-0.527471932,0.368923814,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0635220147975223,-0.32295904553389,0.151257867086763,-0.5203877720615,0.214961481427896
"181",115,1991,1151991,-0.041793221,-0.326930543,0.228677828,-0.531522367,0.358750836,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0617956979162754,-0.324183548124317,0.152147784197891,-0.505928636007737,0.217596529997646
"182",115,1992,1151992,-0.044865697,-0.34692669,0.239410292,-0.535370194,0.376006448,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.064209058621772,-0.3263249924801,0.149102043234781,-0.52227496881803,0.21364893119742
"183",115,1993,1151993,-0.043089141,-0.339167666,0.236532731,-0.519185529,0.368037288,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0606872850127776,-0.324394409867606,0.151308783490018,-0.509942216758294,0.212101986784193
"184",115,1994,1151994,-0.042290957,-0.338276353,0.243460024,-0.52412076,0.367853197,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0598662622719528,-0.31183432907419,0.148165582511307,-0.488837941691585,0.217589655433514
"185",115,1995,1151995,-0.043289283,-0.349038912,0.249155396,-0.538993099,0.387263667,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0627170217492835,-0.322691606159244,0.14954473730713,-0.51848143921378,0.215429080086613
"186",115,1996,1151996,-0.04560537,-0.345059994,0.233491751,-0.549372884,0.371875307,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0637697896039901,-0.31923018921051,0.153197865061927,-0.507744494739389,0.213943706889739
"187",115,1997,1151997,-0.041746288,-0.336041255,0.233780376,-0.518093832,0.356534879,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0633947113392433,-0.327687324231552,0.152914994383993,-0.514684520760424,0.220608961725555
"188",115,1998,1151998,-0.045276387,-0.351227906,0.239132132,-0.540013163,0.372889337,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0664700076666881,-0.333067209515997,0.149345433465824,-0.529045683700934,0.210166553736078
"189",115,1999,1151999,-0.042910469,-0.3408513,0.235343651,-0.514531323,0.364357722,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0625697923396861,-0.320549153893838,0.151977434783643,-0.509102500409933,0.21745855283158
"190",115,2000,1152000,-0.043224511,-0.34536655,0.238427011,-0.532563181,0.377197297,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0613018602093623,-0.322792049814193,0.150200200261221,-0.514993535025176,0.217634866538265
"191",115,2001,1152001,-0.043455704,-0.346030477,0.24016517,-0.529023165,0.370806913,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0630720776306599,-0.323806544548769,0.152767107110066,-0.523394397695533,0.212450143658387
"192",130,1938,1301938,-1.090718127,-1.861844879,-0.444974366,-2.392255483,-0.228252683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08074186405878,-1.86572549277001,-0.42353299522363,-2.43572492191563,-0.19024080233706
"193",130,1939,1301939,-1.098550757,-1.901257558,-0.431313031,-2.414635513,-0.201647303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.09204131867427,-1.89621005607703,-0.415159543250873,-2.47738033985384,-0.171098736819491
"194",130,1940,1301940,-1.088345347,-1.848352672,-0.439630066,-2.438477921,-0.213201167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07039566377144,-1.83249429971577,-0.418638255714389,-2.39990581132504,-0.192177076793573
"195",130,1941,1301941,-1.096042923,-1.857964283,-0.445614914,-2.401109266,-0.221535418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07180413333533,-1.85556572222171,-0.411858398766618,-2.41670907676743,-0.162909686378161
"196",130,1942,1301942,-1.088297103,-1.870343682,-0.434288422,-2.456406544,-0.204801465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07877393629722,-1.85711816473369,-0.421342864411592,-2.38943926333821,-0.165671547270037
"197",130,1943,1301943,-1.103813782,-1.88373797,-0.444022998,-2.436288444,-0.221878706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08420316391101,-1.88094587664147,-0.40002314199118,-2.39183712626242,-0.155278096907025
"198",130,1944,1301944,-1.100876424,-1.852772939,-0.450348176,-2.522720767,-0.20716463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08317850752099,-1.85169628273966,-0.420969864872431,-2.39818346743813,-0.186427657092427
"199",130,1945,1301945,-1.098139758,-1.885047625,-0.435994682,-2.45059133,-0.203753398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08428659324194,-1.85884391438513,-0.409129617849978,-2.47293457132352,-0.170574957263726
"200",130,1946,1301946,-1.096695077,-1.881685925,-0.43686825,-2.399048624,-0.211442006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07635491807073,-1.86152217613791,-0.423587718514445,-2.42904992390044,-0.170276002143107
"201",130,1947,1301947,-1.096256578,-1.879385173,-0.436712317,-2.420493554,-0.203382681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08836242231416,-1.8835097981984,-0.423122923093207,-2.47455652587498,-0.183416809316903
"202",130,1948,1301948,-1.111058827,-1.913717379,-0.443729354,-2.438130229,-0.203290659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07219909010934,-1.84747748547773,-0.42164387959052,-2.38606668277823,-0.18038600645507
"203",130,1949,1301949,-1.096864188,-1.886247898,-0.444618759,-2.431898329,-0.225010692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08630030956291,-1.89444166330696,-0.410928046861199,-2.45982895992534,-0.155957053315382
"204",130,1950,1301950,-1.093676587,-1.864050747,-0.437914681,-2.412194037,-0.226793563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08316556575614,-1.87004889631925,-0.409855047012523,-2.44382735834565,-0.150657637813645
"205",130,1951,1301951,-1.107097019,-1.908118442,-0.438381105,-2.483627757,-0.201803627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0746950304907,-1.85187372196167,-0.403125340872648,-2.44389748251943,-0.139678565624899
"206",130,1952,1301952,-1.089592737,-1.826305099,-0.437174989,-2.417021787,-0.212566789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07764111952256,-1.85514519744658,-0.413809793036421,-2.42499464882399,-0.165484944587358
"207",130,1953,1301953,-1.095980539,-1.870262931,-0.434603513,-2.431198998,-0.202330689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07825586972469,-1.85152928867529,-0.411680227771759,-2.33725448004392,-0.183992316031686
"208",130,1954,1301954,-1.101668717,-1.889145622,-0.434836419,-2.394260215,-0.200437716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08183415029265,-1.85728486346382,-0.419527295079366,-2.39161952633372,-0.199476686385517
"209",130,1955,1301955,-1.107820194,-1.896587604,-0.431650937,-2.452810088,-0.201952576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08348779813998,-1.87790392779198,-0.41248872718747,-2.45875296655256,-0.176244335389839
